Date,Open,High,Low,Close,Volume
20.09.2023 00:00:00.000,1.23926,1.23947,1.23858,1.23896,3736.23
20.09.2023 01:00:00.000,1.23896,1.23927,1.23854,1.23897,4966.6401
20.09.2023 02:00:00.000,1.23898,1.23932,1.23864,1.23868,4283.4302
20.09.2023 03:00:00.000,1.23867,1.23880,1.23820,1.23859,4157.8701
20.09.2023 04:00:00.000,1.23857,1.23893,1.23847,1.23880,3378.77
20.09.2023 05:00:00.000,1.23882,1.23954,1.23844,1.23855,3661.6201
20.09.2023 06:00:00.000,1.23851,1.23851,1.23329,1.23546,13534.1699
20.09.2023 07:00:00.000,1.23545,1.23641,1.23341,1.23601,8328.3301
20.09.2023 08:00:00.000,1.23602,1.23722,1.23538,1.23684,7028.4302
20.09.2023 09:00:00.000,1.23691,1.23760,1.23656,1.23726,4735.8599
20.09.2023 10:00:00.000,1.23726,1.23763,1.23575,1.23648,5084.96
20.09.2023 11:00:00.000,1.23648,1.23681,1.23590,1.23678,4963.9102
20.09.2023 12:00:00.000,1.23679,1.23803,1.23643,1.23761,6315.3198
20.09.2023 13:00:00.000,1.23760,1.24027,1.23752,1.23928,7930.5098
20.09.2023 14:00:00.000,1.23929,1.24099,1.23907,1.23987,7856.8301
20.09.2023 15:00:00.000,1.23990,1.24045,1.23850,1.23867,8899.9102
20.09.2023 16:00:00.000,1.23866,1.24211,1.23845,1.24167,3000.03
20.09.2023 17:00:00.000,1.24164,1.24164,1.24032,1.24070,3923.97
20.09.2023 18:00:00.000,1.24070,1.24070,1.23499,1.23604,30797
20.09.2023 19:00:00.000,1.23600,1.23655,1.23382,1.23399,8979.4199
20.09.2023 20:00:00.000,1.23395,1.23454,1.23318,1.23430,2389.98
20.09.2023 21:00:00.000,1.23430,1.23471,1.23370,1.23449,2427.3899
20.09.2023 22:00:00.000,1.23442,1.23448,1.23330,1.23359,2154.3101
20.09.2023 23:00:00.000,1.23359,1.23359,1.23234,1.23267,2486.1201
21.09.2023 00:00:00.000,1.23267,1.23284,1.23105,1.23129,4603.73
21.09.2023 01:00:00.000,1.23129,1.23228,1.23095,1.23194,4064.1201
21.09.2023 02:00:00.000,1.23193,1.23248,1.23039,1.23091,4043.95
21.09.2023 03:00:00.000,1.23090,1.23237,1.23090,1.23216,2890.1299
21.09.2023 04:00:00.000,1.23217,1.23222,1.23155,1.23197,2151.3
21.09.2023 05:00:00.000,1.23198,1.23237,1.23166,1.23191,2247.4299
21.09.2023 06:00:00.000,1.23189,1.23311,1.23118,1.23267,4301.21
21.09.2023 07:00:00.000,1.23271,1.23301,1.22947,1.23129,7432.0298
21.09.2023 08:00:00.000,1.23127,1.23201,1.23001,1.23037,5398.8198
21.09.2023 09:00:00.000,1.23036,1.23078,1.22860,1.22903,5424.0098
21.09.2023 10:00:00.000,1.22905,1.23031,1.22815,1.23000,5892.2202
21.09.2023 11:00:00.000,1.22990,1.22994,1.22330,1.22678,15701.8701
21.09.2023 12:00:00.000,1.22679,1.22679,1.22438,1.22669,9629.3896
21.09.2023 13:00:00.000,1.22675,1.22844,1.22613,1.22616,9781.4902
21.09.2023 14:00:00.000,1.22617,1.22964,1.22573,1.22868,8037.0601
21.09.2023 15:00:00.000,1.22869,1.23043,1.22851,1.22965,5869.27
21.09.2023 16:00:00.000,1.22967,1.23062,1.22899,1.22963,4213.1099
21.09.2023 17:00:00.000,1.22962,1.23073,1.22948,1.22986,3095.8601
21.09.2023 18:00:00.000,1.22987,1.23043,1.22888,1.22890,3978.78
21.09.2023 19:00:00.000,1.22888,1.22970,1.22880,1.22923,2728.5901
21.09.2023 20:00:00.000,1.22921,1.22952,1.22899,1.22939,1842.59
21.09.2023 21:00:00.000,1.22917,1.22959,1.22901,1.22925,1003.05
21.09.2023 22:00:00.000,1.22924,1.22940,1.22896,1.22898,2497.1299
21.09.2023 23:00:00.000,1.22898,1.22935,1.22887,1.22924,3494.98
22.09.2023 00:00:00.000,1.22925,1.22932,1.22811,1.22858,4429.7402
22.09.2023 01:00:00.000,1.22859,1.22859,1.22726,1.22745,4385.8999
22.09.2023 02:00:00.000,1.22747,1.22846,1.22733,1.22772,7712.0601
22.09.2023 03:00:00.000,1.22772,1.22838,1.22752,1.22781,4424.1201
22.09.2023 04:00:00.000,1.22783,1.22846,1.22750,1.22840,3667.03
22.09.2023 05:00:00.000,1.22840,1.22879,1.22787,1.22802,5885.4302
22.09.2023 06:00:00.000,1.22803,1.22850,1.22686,1.22817,5461.0601
22.09.2023 07:00:00.000,1.22817,1.22854,1.22508,1.22654,11225.5898
22.09.2023 08:00:00.000,1.22659,1.22701,1.22368,1.22527,7656.73
22.09.2023 09:00:00.000,1.22529,1.22550,1.22325,1.22409,4103.71
22.09.2023 10:00:00.000,1.22406,1.22490,1.22353,1.22466,4387.5898
22.09.2023 11:00:00.000,1.22467,1.22606,1.22454,1.22546,3381.6699
22.09.2023 12:00:00.000,1.22546,1.22666,1.22447,1.22568,6230
22.09.2023 13:00:00.000,1.22570,1.22733,1.22522,1.22720,10103.8799
22.09.2023 14:00:00.000,1.22720,1.22844,1.22628,1.22640,7397.52
22.09.2023 15:00:00.000,1.22638,1.22687,1.22541,1.22547,5452.1299
22.09.2023 16:00:00.000,1.22547,1.22599,1.22501,1.22513,2792.29
22.09.2023 17:00:00.000,1.22512,1.22587,1.22434,1.22441,3573.6899
22.09.2023 18:00:00.000,1.22442,1.22458,1.22303,1.22406,2413.79
22.09.2023 19:00:00.000,1.22403,1.22479,1.22378,1.22383,2057.1001
22.09.2023 20:00:00.000,1.22384,1.22415,1.22337,1.22371,2982.5701
24.09.2023 21:00:00.000,1.22467,1.22527,1.22361,1.22369,6455.6699
24.09.2023 22:00:00.000,1.22370,1.22472,1.22364,1.22438,20832.7793
24.09.2023 23:00:00.000,1.22437,1.22453,1.22400,1.22407,9384.2402
25.09.2023 00:00:00.000,1.22406,1.22491,1.22402,1.22484,5250.3501
25.09.2023 01:00:00.000,1.22485,1.22492,1.22395,1.22413,2703.9199
25.09.2023 02:00:00.000,1.22410,1.22424,1.22371,1.22401,8048.71
25.09.2023 03:00:00.000,1.22402,1.22424,1.22383,1.22385,5378.8799
25.09.2023 04:00:00.000,1.22384,1.22426,1.22365,1.22412,3151.6499
25.09.2023 05:00:00.000,1.22415,1.22433,1.22345,1.22361,2496.72
25.09.2023 06:00:00.000,1.22356,1.22459,1.22324,1.22428,3739.55
25.09.2023 07:00:00.000,1.22429,1.22499,1.22385,1.22413,5711.7402
25.09.2023 08:00:00.000,1.22412,1.22446,1.22178,1.22198,7904.79
25.09.2023 09:00:00.000,1.22198,1.22280,1.22122,1.22277,3689.3701
25.09.2023 10:00:00.000,1.22279,1.22395,1.22222,1.22373,3321.6001
25.09.2023 11:00:00.000,1.22374,1.22431,1.22203,1.22204,3446.1299
25.09.2023 12:00:00.000,1.22206,1.22274,1.22127,1.22167,4754.29
25.09.2023 13:00:00.000,1.22166,1.22202,1.21986,1.22138,7176.02
25.09.2023 14:00:00.000,1.22139,1.22172,1.21932,1.21977,7338.7402
25.09.2023 15:00:00.000,1.21978,1.22165,1.21974,1.22154,5195.0098
25.09.2023 16:00:00.000,1.22154,1.22188,1.22079,1.22111,3930.7
25.09.2023 17:00:00.000,1.22113,1.22195,1.22105,1.22153,2435.5
25.09.2023 18:00:00.000,1.22152,1.22217,1.22062,1.22074,2560.03
25.09.2023 19:00:00.000,1.22078,1.22124,1.22052,1.22112,2644.3799
